day,start_datetime,end_datetime,activity,calories,distance,intensity,label,source,id
"2025-05-10","2025-05-10T15:05:00-04:00","2025-05-10T16:05:00-04:00","strengthTraining",225.7015838623047,"","moderate","","confirmed","9a4b3bce-d7f9-4702-8a50-c23880efb70c"
"2025-05-10","2025-05-10T16:00:00-04:00","2025-05-10T16:12:00-04:00","strengthTraining",45.140316009521484,"","moderate","","confirmed","28e60f18-1ff6-4124-a5f9-07044d2f44df"
"2025-05-10","2025-05-10T16:12:00-04:00","2025-05-10T16:50:00-04:00","walking",100.06103515625,"","moderate","","confirmed","915fc278-7036-4bb4-9233-664a5117337e"
"2025-05-11","2025-05-11T12:34:00-04:00","2025-05-11T12:48:00-04:00","walking",33.08589553833008,"","moderate","","confirmed","a1bcf1de-524d-472a-bad3-8c37333413fe"
"2025-05-11","2025-05-11T15:54:00-04:00","2025-05-11T16:11:00-04:00","walking",46.516197204589844,"","moderate","","confirmed","52f38325-0788-4950-a447-759d53943550"
"2025-05-11","2025-05-11T16:58:00-04:00","2025-05-11T17:15:00-04:00","walking",43.08005905151367,"","moderate","","confirmed","c73fe23c-3633-4969-911c-264055dac013"
"2025-05-11","2025-05-11T18:08:00-04:00","2025-05-11T18:57:00-04:00","walking",107.17610168457031,"","moderate","","confirmed","97c96bf2-383c-413a-a466-50020ce4816e"
"2025-05-12","2025-05-12T12:53:00-04:00","2025-05-12T13:06:00-04:00","walking",31.762432098388672,"","moderate","","confirmed","40cccfff-fe5b-48b0-8e02-2ca74f9975f3"
"2025-05-12","2025-05-12T16:12:00-04:00","2025-05-12T16:33:00-04:00","walking",52.959232330322266,"","moderate","","confirmed","6cfbbf71-e78a-4709-8450-d7b82272b34e"
"2025-05-12","2025-05-12T19:02:00-04:00","2025-05-12T19:18:00-04:00","walking",44.249603271484375,"","moderate","","confirmed","99a91cc2-3a00-4644-9fde-83adb818487a"
"2025-05-12","2025-05-12T20:01:00-04:00","2025-05-12T20:29:00-04:00","walking",90.19770812988281,"","moderate","","confirmed","a10d738c-3e87-46c9-b1d1-5944c168f632"
"2025-05-14","2025-05-14T12:55:00-04:00","2025-05-14T13:08:00-04:00","walking",38.84563446044922,"","moderate","","confirmed","0b1b25f8-7ba6-4992-9f4f-82406521cc4c"
"2025-05-14","2025-05-14T16:01:00-04:00","2025-05-14T16:33:00-04:00","walking",89.14071655273438,"","moderate","","confirmed","4d2297df-de7a-4c83-a999-bda4c7bc69a4"
"2025-05-14","2025-05-14T17:10:00-04:00","2025-05-14T17:27:00-04:00","walking",37.17934799194336,"","moderate","","confirmed","4c4fa605-3dcf-4371-b72e-1f2ff6497a40"
"2025-05-14","2025-05-14T17:22:00-04:00","2025-05-14T17:35:00-04:00","walking",41.322776794433594,"","moderate","","confirmed","93bc68a7-1687-4249-bc1f-9b9f2c1d6073"
"2025-05-14","2025-05-14T19:58:00-04:00","2025-05-14T20:39:00-04:00","walking",86.0007095336914,"","moderate","","confirmed","9b547a7c-e08b-4fd6-b1ad-5594ac4d063b"
"2025-05-15","2025-05-15T12:54:00-04:00","2025-05-15T13:04:00-04:00","walking",29.35007095336914,"","moderate","","confirmed","69c791a6-0491-4188-b932-bd518f63b8f5"
"2025-05-16","2025-05-16T13:32:00-04:00","2025-05-16T14:11:00-04:00","walking",110.89859008789062,"","moderate","","confirmed","d8130f37-0d93-427e-b95d-8351b872c770"
"2025-05-16","2025-05-16T17:00:00-04:00","2025-05-16T17:28:00-04:00","walking",93.89706420898438,"","moderate","","confirmed","91392c16-caf7-41fc-9b26-5f83ec3dc7b2"
"2025-05-16","2025-05-16T20:21:00-04:00","2025-05-16T20:32:00-04:00","strengthTraining",32.596031188964844,"","moderate","","confirmed","e16a463a-c419-4a99-a4e8-2235884642d7"
"2025-05-16","2025-05-16T21:36:00-04:00","2025-05-16T22:07:00-04:00","walking",96.83576965332031,"","moderate","","confirmed","e925dd8b-e325-4079-9cb1-5b6eb09d61dd"
"2025-05-16","2025-05-16T23:22:00-04:00","2025-05-16T23:36:00-04:00","walking",29.334388732910156,"","moderate","","confirmed","5c09a841-e6b4-40b1-924a-b08fb8302c2e"
"2025-05-17","2025-05-17T14:25:00-04:00","2025-05-17T14:37:00-04:00","walking",37.01003646850586,"","moderate","","confirmed","4306f1ba-cc39-4f27-8f34-fd444a172eaf"
"2025-05-17","2025-05-17T19:10:00-04:00","2025-05-17T19:28:00-04:00","walking",57.06800842285156,"","moderate","","confirmed","c3bbde54-78e5-4554-8c62-85c80412e6ac"
"2025-05-18","2025-05-18T13:20:40-04:00","2025-05-18T15:50:40-04:00","walking",394.8993225097656,"","moderate","","manual","ed54daf2-fc91-44ca-a327-c0ca859e9d7e"
"2025-05-19","2025-05-19T13:55:00-04:00","2025-05-19T15:08:00-04:00","walking",233.7723388671875,"","moderate","","confirmed","7aa69a65-86da-4a0e-8c72-d4a10d775935"
"2025-05-20","2025-05-20T12:44:00-04:00","2025-05-20T12:59:00-04:00","walking",49.97848892211914,"","moderate","","confirmed","b7ad0af5-bb97-479e-853e-820baef3b19e"
"2025-05-20","2025-05-20T15:13:00-04:00","2025-05-20T15:37:00-04:00","walking",52.16389846801758,"","moderate","","confirmed","a8c1b7ce-4340-4a7c-b5ba-ad028279d3b3"
"2025-05-20","2025-05-20T16:25:00-04:00","2025-05-20T16:59:00-04:00","walking",102.61479949951172,"","moderate","","confirmed","1828e312-bb6b-48d9-8e0c-22f830d476c4"
"2025-05-20","2025-05-20T19:13:00-04:00","2025-05-20T19:25:00-04:00","walking",24.715055465698242,"","moderate","","confirmed","4cadea8d-69e7-49d2-8a27-820cc972b828"
"2025-05-20","2025-05-20T20:59:00-04:00","2025-05-20T21:14:00-04:00","walking",44.138710021972656,"","moderate","","confirmed","48ad4ab2-3c8a-4412-855d-1619260fd55b"
"2025-05-21","2025-05-21T13:59:00-04:00","2025-05-21T14:15:00-04:00","walking",56.454872131347656,"","moderate","","confirmed","34e9872e-85ee-4131-b47d-55531e6ddc08"
"2025-05-21","2025-05-21T16:27:00-04:00","2025-05-21T16:50:00-04:00","walking",64.80219268798828,"","moderate","","confirmed","f7787c37-96bd-48b6-bf73-60a8ddbf245d"
"2025-05-21","2025-05-21T18:05:00-04:00","2025-05-21T18:27:00-04:00","walking",67.17682647705078,"","moderate","","confirmed","bd05ad54-a541-4b53-a80d-a2cef21e5192"
"2025-05-21","2025-05-21T19:23:00-04:00","2025-05-21T20:02:00-04:00","hiking",113.65229797363281,"","moderate","","confirmed","a588256d-5970-4eb1-87cf-b14b797bc874"
"2025-05-21","2025-05-21T20:10:15-04:00","2025-05-21T20:50:15-04:00","strengthTraining",132.26307678222656,"","easy","","manual","7cddf976-074b-4e28-aa91-5d93c44917de"
"2025-05-21","2025-05-21T20:43:00-04:00","2025-05-21T20:58:00-04:00","walking",29.712345123291016,"","moderate","","confirmed","a40b4dac-fe48-4adc-b796-c58beab858ce"
"2025-05-22","2025-05-22T19:15:00-04:00","2025-05-22T20:40:00-04:00","strengthTraining",319.64068603515625,"","moderate","","confirmed","95b4a3b7-9b70-4978-8fc5-3c9d4ffcc063"
"2025-05-22","2025-05-22T20:51:00-04:00","2025-05-22T21:08:00-04:00","walking",52.19643783569336,"","moderate","","confirmed","389dc596-7274-4824-ad2e-ac75e3258ff9"
"2025-05-23","2025-05-23T17:41:00-04:00","2025-05-23T18:04:00-04:00","walking",66.54032135009766,"","moderate","","confirmed","2bcc2f0d-b8d6-434e-a201-e691baf2e37a"
"2025-05-23","2025-05-23T20:20:00-04:00","2025-05-23T20:36:00-04:00","walking",45.39374542236328,"","moderate","","confirmed","330fda10-0f03-4389-82d1-37130ad8666c"
"2025-05-25","2025-05-25T12:27:00-04:00","2025-05-25T12:41:00-04:00","walking",38.559017181396484,"","moderate","","confirmed","779974e1-eb3f-4203-9b26-17a1d7bb18d7"
"2025-05-25","2025-05-25T14:28:00-04:00","2025-05-25T14:42:00-04:00","walking",28.201807022094727,"","moderate","","confirmed","58b42f42-a3bb-45a8-bdff-8deacc89ebfd"
"2025-05-25","2025-05-25T19:07:00-04:00","2025-05-25T19:46:00-04:00","walking",100.53479766845703,"","moderate","","confirmed","1e87836e-d8cf-4ea6-a06e-e1e5f608aaae"
"2025-05-26","2025-05-26T15:10:00-04:00","2025-05-26T16:47:00-04:00","walking",285.4358215332031,"","moderate","","confirmed","fb1df88a-addb-47f6-8fc7-345e251fbafd"
"2025-05-26","2025-05-26T18:52:00-04:00","2025-05-26T19:22:00-04:00","walking",83.16069793701172,"","moderate","","confirmed","72f79897-b6f6-4322-a655-6e221ac143dc"
"2025-05-27","2025-05-27T13:46:00-04:00","2025-05-27T14:03:00-04:00","walking",39.064979553222656,"","moderate","","confirmed","23b60b4f-ef1a-4e5d-a240-5892e663dc23"
"2025-05-27","2025-05-27T14:15:00-04:00","2025-05-27T14:29:00-04:00","walking",38.531497955322266,"","moderate","","confirmed","fbc39a51-8e9c-419b-9248-90cfc269d62c"
"2025-05-27","2025-05-27T18:30:56-04:00","2025-05-27T20:30:56-04:00","strengthTraining",421.4042663574219,"","moderate","","manual","77d8308d-2299-4f22-9950-3a0816a953b7"
"2025-05-27","2025-05-27T20:25:00-04:00","2025-05-27T21:04:00-04:00","walking",109.51871490478516,"","moderate","","confirmed","90e17091-c0f0-4226-9a01-71790f5d2724"
"2025-05-31","2025-05-31T18:30:43-04:00","2025-05-31T19:00:43-04:00","houseWork",89.93156433105469,"","moderate","","manual","b8f9d0f4-aa34-47da-b85b-a1a89f550ecd"
"2025-05-31","2025-05-31T19:44:00-04:00","2025-05-31T20:32:00-04:00","walking",181.55836486816406,"","moderate","","confirmed","100f975a-5b3a-49c3-b761-bddcde6fbaa2"
"2025-05-31","2025-05-31T21:00:00-04:00","2025-05-31T21:22:00-04:00","walking",52.84200668334961,"","moderate","","confirmed","3282fec1-cf7b-4d70-a0de-f54b4d4295e7"
"2025-06-01","2025-06-01T17:07:00-04:00","2025-06-01T18:10:00-04:00","strengthTraining",236.85720825195312,"","moderate","","confirmed","017eff6e-fdc8-4f3d-9670-76e28061a12b"
"2025-06-01","2025-06-01T18:30:00-04:00","2025-06-01T18:54:00-04:00","walking",70.82086181640625,"","moderate","","confirmed","940afdac-3b51-4f13-a6dc-a399080149a0"
"2025-06-01","2025-06-01T19:06:00-04:00","2025-06-01T19:27:00-04:00","walking",55.32204818725586,"","moderate","","confirmed","6f3fd31a-1503-4c16-95fb-6afd3e88f694"
"2025-06-02","2025-06-02T15:16:00-04:00","2025-06-02T15:36:00-04:00","walking",53.22549819946289,"","moderate","","confirmed","34be2c69-3aee-4e20-96b5-eaf3c3f4234f"
"2025-06-02","2025-06-02T15:51:00-04:00","2025-06-02T16:08:00-04:00","walking",56.64094924926758,"","moderate","","confirmed","1ebe34de-4e28-4bbf-af62-c8b121f660c3"
"2025-06-02","2025-06-02T19:27:00-04:00","2025-06-02T20:07:00-04:00","walking",148.87159729003906,"","moderate","","confirmed","4b9b6d77-a388-4436-922f-ea789ee00864"
"2025-06-03","2025-06-03T14:38:00-04:00","2025-06-03T15:09:00-04:00","walking",100.98883819580078,"","moderate","","confirmed","8e25f464-5f61-43a1-acac-5706d099d38b"
"2025-06-03","2025-06-03T16:59:00-04:00","2025-06-03T17:12:00-04:00","walking",41.0517578125,"","moderate","","confirmed","337750b6-eb9f-418c-8ba4-99b42cc22846"
"2025-06-03","2025-06-03T17:48:00-04:00","2025-06-03T18:06:00-04:00","walking",47.864356994628906,"","moderate","","confirmed","85e2388a-8da9-4a99-8ecd-146d53346f0b"
"2025-06-03","2025-06-03T20:04:00-04:00","2025-06-03T20:24:00-04:00","walking",53.98927688598633,"","moderate","","confirmed","60780211-2215-49f2-bce8-b34666eed5c1"
"2025-06-03","2025-06-03T20:25:00-04:00","2025-06-03T20:40:00-04:00","walking",35.270347595214844,"","moderate","","confirmed","742d737f-0cae-4abe-9b34-83359f77b3fd"
"2025-06-03","2025-06-03T20:41:00-04:00","2025-06-03T20:54:00-04:00","walking",23.357166290283203,"","moderate","","confirmed","edbf8f3f-a0bf-4db7-be4c-04f0cd790721"
"2025-06-04","2025-06-04T12:08:00-04:00","2025-06-04T12:27:00-04:00","walking",62.18932342529297,"","moderate","","confirmed","5bca0ebf-270c-402c-9dad-757109e8e35f"
"2025-06-04","2025-06-04T14:56:00-04:00","2025-06-04T15:09:00-04:00","walking",38.5711784362793,"","moderate","","confirmed","ee4d6ffb-bdc1-41a8-9c0d-9605ef2878a8"
"2025-06-04","2025-06-04T15:46:00-04:00","2025-06-04T16:14:00-04:00","walking",93.23197174072266,"","moderate","","confirmed","fb44fb7c-cfe4-46f3-9757-766926abc2aa"
"2025-06-04","2025-06-04T18:29:53-04:00","2025-06-04T19:59:53-04:00","strengthTraining",352.7037353515625,"","easy","","manual","0160e682-0f2f-4a4c-bfa5-b6f2b8d4a0cd"
"2025-06-04","2025-06-04T20:18:00-04:00","2025-06-04T20:30:00-04:00","strengthTraining",48.92629623413086,"","moderate","","confirmed","91a2062f-e8fe-43f1-9e88-5384a7dbbac4"
"2025-06-05","2025-06-05T20:28:00-04:00","2025-06-05T20:40:00-04:00","strengthTraining",34.182464599609375,"","moderate","","confirmed","8b698d1b-c23e-435d-a124-9225c11dda03"
"2025-06-05","2025-06-05T20:44:00-04:00","2025-06-05T21:53:00-04:00","walking",210.39540100097656,"","moderate","","confirmed","edcd0faf-ab4a-4591-b2f8-727118e4b9ba"
"2025-06-06","2025-06-06T19:30:40-04:00","2025-06-06T20:30:40-04:00","strengthTraining",228.07994079589844,"","easy","","manual","901fb656-9583-4a21-a2eb-661627b58120"
"2025-06-06","2025-06-06T20:29:00-04:00","2025-06-06T21:00:00-04:00","walking",74.7202377319336,"","moderate","","confirmed","78b580f3-fb28-452f-a136-4b03739250dc"
"2025-06-07","2025-06-07T11:52:00-04:00","2025-06-07T12:04:00-04:00","walking",29.32904052734375,"","moderate","","confirmed","7b5c1945-d91e-42a4-be87-d05d2419bd20"
"2025-06-07","2025-06-07T14:40:00-04:00","2025-06-07T14:53:00-04:00","walking",38.33583450317383,"","moderate","","confirmed","014a2f60-a004-4391-b9d4-5cfa41148595"
"2025-06-07","2025-06-07T18:03:00-04:00","2025-06-07T18:19:00-04:00","walking",32.54551315307617,"","moderate","","confirmed","c1a5d3a2-8eae-4891-bbae-f79e067e9113"
"2025-06-08","2025-06-08T12:37:00-04:00","2025-06-08T13:02:00-04:00","walking",57.122528076171875,"","moderate","","confirmed","eefd86f5-95a6-4e5b-bfc0-32cdb847fe95"
"2025-06-08","2025-06-08T14:43:00-04:00","2025-06-08T15:46:00-04:00","walking",214.20962524414062,"","moderate","","confirmed","4d997e0d-058a-4222-9352-79f3709345eb"
"2025-06-08","2025-06-08T17:23:00-04:00","2025-06-08T19:20:00-04:00","walking",267.21142578125,"","moderate","","confirmed","e3864bac-79b9-4381-ae43-83991b0ef535"
"2025-06-09","2025-06-09T18:20:00-04:00","2025-06-09T20:25:00-04:00","strengthTraining",482.8681640625,"","moderate","","confirmed","f45c130b-c382-4024-abc1-9e075960d39b"
"2025-06-09","2025-06-09T20:39:00-04:00","2025-06-09T20:57:00-04:00","walking",62.891483306884766,"","moderate","","confirmed","7e8132d4-62bc-4a2a-8904-593d9f9b4281"
"2025-06-10","2025-06-10T13:19:00-04:00","2025-06-10T14:00:00-04:00","walking",133.7534637451172,"","moderate","","confirmed","b1c84ddd-5b4f-4ee5-9d31-65c7c93ff929"
"2025-06-10","2025-06-10T14:25:00-04:00","2025-06-10T14:58:00-04:00","walking",77.59547424316406,"","moderate","","confirmed","ca34fd9a-687c-4fd2-8343-824035bb0d21"
"2025-06-11","2025-06-11T15:08:00-04:00","2025-06-11T15:36:00-04:00","walking",86.98554229736328,"","moderate","","confirmed","3a1052db-8ba5-484e-8c9a-6a0d26a784f1"
"2025-06-11","2025-06-11T16:45:00-04:00","2025-06-11T17:11:00-04:00","walking",86.29348754882812,"","moderate","","confirmed","c37e03b0-89dd-401a-b194-17b21f2594fb"
"2025-06-11","2025-06-11T18:50:22-04:00","2025-06-11T19:30:22-04:00","strengthTraining",135.71043395996094,"","moderate","","manual","4f6cc503-4a79-4f0e-8872-9c37fc04b326"
"2025-06-11","2025-06-11T19:47:00-04:00","2025-06-11T19:59:00-04:00","strengthTraining",44.094932556152344,"","moderate","","confirmed","cb5c0196-5842-4ba4-876d-5033d6e6bba2"
"2025-06-11","2025-06-11T19:59:00-04:00","2025-06-11T20:17:00-04:00","strengthTraining",61.806373596191406,"","moderate","","confirmed","110fbbd6-f628-4bff-ad88-167062da7670"
"2025-06-11","2025-06-11T20:17:00-04:00","2025-06-11T20:32:00-04:00","walking",35.375125885009766,"","moderate","","confirmed","5ea492f9-f248-4cfd-9755-faa468064b3e"
"2025-06-12","2025-06-12T14:23:00-04:00","2025-06-12T14:43:00-04:00","walking",53.43494415283203,"","moderate","","confirmed","7c63fe53-77f8-421a-8d35-7ca5e6e33585"
"2025-06-12","2025-06-12T18:04:00-04:00","2025-06-12T18:38:00-04:00","walking",76.61642456054688,"","moderate","","confirmed","4517f49e-f419-4d57-9b25-67fcd168c0a1"
"2025-06-12","2025-06-12T18:45:27-04:00","2025-06-12T19:15:27-04:00","strengthTraining",107.07709503173828,"","moderate","","manual","7f97be10-23ef-4c57-a979-db0cb529ba55"
"2025-06-12","2025-06-12T19:53:00-04:00","2025-06-12T20:17:00-04:00","walking",57.12089538574219,"","moderate","","confirmed","8af5cd28-1135-409c-b223-40a06106ff0b"
"2025-06-13","2025-06-13T14:34:00-04:00","2025-06-13T14:55:00-04:00","walking",66.69596862792969,"","moderate","","confirmed","c60c8036-874c-4f5f-8004-3695040cc340"
"2025-06-13","2025-06-13T18:08:00-04:00","2025-06-13T18:37:00-04:00","walking",81.5496826171875,"","moderate","","confirmed","d7485462-06a2-4e9d-b64b-571c563d1412"
"2025-06-13","2025-06-13T21:36:00-04:00","2025-06-13T21:55:00-04:00","walking",36.99462127685547,"","moderate","","confirmed","e7846417-901b-4988-886c-5d08d381b8e7"
"2025-06-13","2025-06-13T21:50:00-04:00","2025-06-13T22:21:00-04:00","walking",110.54503631591797,"","moderate","","confirmed","f955c0d9-76da-4a41-8490-403b57ab1112"
"2025-06-14","2025-06-14T16:55:00-04:00","2025-06-14T17:23:00-04:00","walking",91.85260009765625,"","moderate","","confirmed","d6949e81-5791-4f72-81f5-aa4646df0daf"
"2025-06-14","2025-06-14T17:50:00-04:00","2025-06-14T18:12:00-04:00","walking",75.04694366455078,"","moderate","","confirmed","d3c0cf37-8d0d-45a8-8a9a-33531e6711ae"
"2025-06-14","2025-06-14T19:31:00-04:00","2025-06-14T19:42:00-04:00","strengthTraining",44.70587921142578,"","moderate","","confirmed","f190d81c-9581-4c66-8751-57400fabd3cd"
"2025-06-14","2025-06-14T20:57:00-04:00","2025-06-14T21:23:00-04:00","walking",73.59170532226562,"","moderate","","confirmed","141769e3-6485-416c-bcd5-05bbc8122355"
"2025-06-14","2025-06-14T22:28:00-04:00","2025-06-14T22:52:00-04:00","walking",60.48446273803711,"","moderate","","confirmed","236ba7de-4910-475e-960f-05cfa75a6348"
"2025-06-15","2025-06-15T11:13:00-04:00","2025-06-15T11:23:00-04:00","walking",40.82975769042969,"","moderate","","confirmed","7d8eddd9-566f-40eb-9b82-a0f44dc7ac9c"
"2025-06-16","2025-06-16T15:21:00-04:00","2025-06-16T15:32:00-04:00","houseWork",18.603271484375,"","moderate","","confirmed","7fef6293-2d0f-4ef6-a374-5354c043ebc3"
"2025-06-16","2025-06-16T19:29:00-04:00","2025-06-16T20:37:00-04:00","walking",196.8187713623047,"","moderate","","confirmed","88fcd049-d04c-467f-b4fd-51c70513fad9"
"2025-06-17","2025-06-17T19:09:31-04:00","2025-06-17T19:15:31-04:00","walking",30.606050491333008,633.4012287256987,"moderate","","workout_heart_rate","f428a7fe-0b55-4e91-b7cb-333eb52d8c5e"
"2025-06-17","2025-06-17T19:18:17-04:00","2025-06-17T19:24:17-04:00","walking",31.1323299407959,663.5180120273383,"moderate","","workout_heart_rate","7c9c2903-09c5-45e9-863d-54baa49baf88"
"2025-06-18","2025-06-18T17:48:00-04:00","2025-06-18T17:59:00-04:00","walking",34.12840270996094,695.0358331772773,"moderate","","confirmed","b6ed7a64-3603-4e51-9a71-7c82f8cf155a"
"2025-06-19","2025-06-19T16:24:00-04:00","2025-06-19T16:43:00-04:00","cycling",59.540870666503906,3596.1492269002592,"moderate","","confirmed","f3876f4e-ca2f-4201-846d-5edbb27633a4"
"2025-06-19","2025-06-19T17:06:00-04:00","2025-06-19T17:28:00-04:00","cycling",79.73207092285156,4664.9224570751585,"moderate","","confirmed","2bd74f52-9bba-4b38-a5a3-b07dc2b9eb45"
"2025-06-19","2025-06-19T18:10:00-04:00","2025-06-19T18:33:00-04:00","cycling",65.02814483642578,4361.568549759294,"moderate","","confirmed","688cbfeb-8c41-4333-994a-ac87fd546541"
"2025-06-20","2025-06-20T20:36:00-04:00","2025-06-20T20:55:00-04:00","walking",48.96212387084961,503.373607736028,"moderate","","confirmed","3326911b-4e1f-4a4d-a312-816c9a7bbf55"
"2025-06-20","2025-06-20T21:41:00-04:00","2025-06-20T21:53:00-04:00","walking",45.32918930053711,910.5485522503066,"moderate","","confirmed","a4b5e6fe-eec2-4fd2-8ffe-956c3990dc9f"
"2025-06-21","2025-06-21T15:39:00-04:00","2025-06-21T16:00:00-04:00","walking",51.36174774169922,1150.693726222071,"moderate","","confirmed","867c0978-f152-4254-b425-4ef29cf3e695"
"2025-06-21","2025-06-21T20:10:07-04:00","2025-06-21T20:55:07-04:00","walking",112.77042388916016,2066.214738532428,"moderate","","manual","adbafdce-a90d-4657-90fe-527dc0b29915"
"2025-06-22","2025-06-22T14:33:00-04:00","2025-06-22T14:43:00-04:00","walking",16.808639526367188,"","moderate","","confirmed","50f1d5a1-ddf0-478c-bb1a-62148c04ee4b"
"2025-06-22","2025-06-22T14:58:00-04:00","2025-06-22T15:11:00-04:00","walking",44.2781982421875,401.9213020451325,"moderate","","confirmed","49ec47e9-0a95-449f-af0c-65e5d76c3efd"
"2025-06-22","2025-06-22T17:00:00-04:00","2025-06-22T17:18:00-04:00","walking",47.61491775512695,368.3757440544034,"moderate","","confirmed","475cc82d-98dc-418d-8ea4-630f6b5b5bf0"
"2025-06-24","2025-06-24T08:49:00-04:00","2025-06-24T09:01:00-04:00","walking",58.24895095825195,1284.730023507659,"moderate","","confirmed","534cfa53-8669-4175-a8f1-f90b780e4442"
"2025-06-24","2025-06-24T10:33:00-04:00","2025-06-24T11:14:00-04:00","walking",101.0190658569336,1500.6641166497848,"moderate","","confirmed","4e935108-eb44-4493-87ab-cdbb0fcb19f8"
"2025-06-24","2025-06-24T11:36:00-04:00","2025-06-24T11:52:00-04:00","walking",56.61449432373047,1157.0415581557818,"moderate","","confirmed","3f4a89f9-ec25-4240-80e6-37e544ddc96d"
"2025-06-24","2025-06-24T12:07:00-04:00","2025-06-24T12:19:00-04:00","walking",48.37916564941406,907.6290252278098,"moderate","","confirmed","7c67ec72-d192-404a-a733-5f920cf9303a"
"2025-06-24","2025-06-24T15:06:00-04:00","2025-06-24T15:23:00-04:00","walking",49.95626449584961,703.5644412291138,"moderate","","confirmed","b76d97b9-37cd-4b42-a204-7d5cc613d76c"
"2025-06-24","2025-06-24T17:53:00-04:00","2025-06-24T18:09:00-04:00","walking",44.280147552490234,943.6338699528716,"moderate","","confirmed","5f3dfde6-4a9e-42d9-bdbe-fb35f0d208bc"
"2025-06-24","2025-06-24T19:11:00-04:00","2025-06-24T19:22:00-04:00","walking",24.23324203491211,448.5671031420179,"moderate","","confirmed","21d1622d-4fbe-48ea-a7ae-f7ac6d65eeea"
"2025-06-24","2025-06-24T19:50:31-04:00","2025-06-24T20:20:31-04:00","walking",78.90531921386719,1299.3172606478297,"moderate","","manual","5a88c4fa-ddcf-4c6e-97b7-003e671fbed1"
"2025-06-25","2025-06-25T16:33:00-04:00","2025-06-25T17:06:00-04:00","walking",101.78475189208984,2267.348903420521,"moderate","","confirmed","84546cda-7d31-42a0-9a87-9d04cada64f9"
"2025-06-25","2025-06-25T17:52:00-04:00","2025-06-25T18:14:00-04:00","walking",63.77762985229492,896.8332214834561,"moderate","","confirmed","43da2ee7-d424-4192-973d-f33412f10e6f"
"2025-06-25","2025-06-25T18:44:00-04:00","2025-06-25T18:57:00-04:00","walking",39.87968444824219,666.4736045840093,"moderate","","confirmed","9d32a84d-2cfd-491f-9f20-9e26d9b43744"
"2025-06-26","2025-06-26T18:30:00-04:00","2025-06-26T20:21:00-04:00","strengthTraining",432.7056884765625,321.35868153267455,"moderate","","confirmed","efe02047-e6b6-42d9-aa19-e4caa2862e18"
"2025-06-26","2025-06-26T20:21:00-04:00","2025-06-26T20:34:00-04:00","walking",40.10147476196289,665.3917609682966,"moderate","","confirmed","34fade76-fa0b-496a-a796-85bd12c77663"
"2025-06-26","2025-06-26T20:34:00-04:00","2025-06-26T20:57:00-04:00","walking",47.22954559326172,636.1821537514046,"moderate","","confirmed","7f6b2b3b-11af-4b3c-b720-effffe81503c"
"2025-06-27","2025-06-27T19:30:00-04:00","2025-06-27T19:47:00-04:00","walking",48.66231918334961,1161.8901510901158,"moderate","","confirmed","8b1e3c46-150f-4106-8b30-5b7759c3969a"
"2025-06-27","2025-06-27T19:59:00-04:00","2025-06-27T20:28:00-04:00","walking",72.83861541748047,1495.6348746098365,"moderate","","confirmed","a948b66d-4c5c-445d-87bf-5957028ff53d"
"2025-06-27","2025-06-27T22:35:00-04:00","2025-06-27T23:24:00-04:00","walking",144.1853790283203,2933.8148932725767,"moderate","","confirmed","efa51692-747a-4593-9f49-d6cfc4a3c716"
"2025-06-28","2025-06-28T15:40:30-04:00","2025-06-28T16:17:30-04:00","strengthTraining",139.01329040527344,186.12468570424994,"moderate","","manual","c9c86485-5387-4541-bfc0-3a818c1dc505"
"2025-06-28","2025-06-28T16:07:00-04:00","2025-06-28T16:28:00-04:00","strengthTraining",72.38638305664062,160.33593756041307,"moderate","","confirmed","1da201ab-4922-40f5-9640-f1bb130baf93"
"2025-06-28","2025-06-28T16:30:00-04:00","2025-06-28T16:50:00-04:00","cycling",45.99790954589844,2626.849836407443,"moderate","","manual","8e50bde5-164d-4d77-9f56-8a97e998ec85"
"2025-06-28","2025-06-28T17:21:00-04:00","2025-06-28T17:38:00-04:00","walking",55.087890625,1346.7833454005338,"moderate","","confirmed","861880f4-83dd-43a5-bab0-61f8356f9723"
"2025-07-01","2025-07-01T14:48:00-04:00","2025-07-01T15:15:00-04:00","walking",91.3795166015625,1673.479057745502,"moderate","","confirmed","f3fcdd62-5fc5-4d20-aa12-145d345d566e"
"2025-07-01","2025-07-01T15:44:00-04:00","2025-07-01T15:55:00-04:00","walking",35.59708786010742,793.3540637083984,"moderate","","confirmed","3930a6bb-2001-4dab-9011-17d071741749"
"2025-07-01","2025-07-01T16:49:00-04:00","2025-07-01T17:01:00-04:00","walking",42.91706466674805,805.384711068492,"moderate","","confirmed","834c19b8-f909-4601-a385-2d6d5c5c285e"
"2025-07-01","2025-07-01T20:21:00-04:00","2025-07-01T20:52:00-04:00","walking",68.69795227050781,1441.756341034325,"moderate","","confirmed","8b94ddd8-036a-416f-af14-dbfd4096edde"
"2025-07-02","2025-07-02T12:53:00-04:00","2025-07-02T13:07:00-04:00","walking",49.3118896484375,1111.4611085043887,"moderate","","confirmed","cccb5c12-7217-4a30-9e26-15917f1ddbf6"
"2025-07-02","2025-07-02T14:59:00-04:00","2025-07-02T15:15:00-04:00","walking",50.252540588378906,1133.0001349431584,"moderate","","confirmed","87acff80-4b3b-4dc5-9fc2-8de07e97e520"
